key;rule;severity;component;project;line;status;message;effort;creationDate;updateDate;type
AXzrNSLqFhMNhOYSWfEW;OWASP:UsingComponentWithKnownVulnerability;CRITICAL;personas.api-clientes;personas.api-clientes;;OPEN;Filename: api-clientes.jar: tomcat-embed-websocket-9.0.29.jar | Reference: CVE-2020-8022 | CVSS Score: 7.8 | Category: CWE-276 | A Incorrect Default Permissions vulnerability in the packaging of tomcat on SUSE Enterprise Storage 5, SUSE Linux Enterprise Server 12-SP2-BCL, SUSE Linux Enterprise Server 12-SP2-LTSS, SUSE Linux Enterprise Server 12-SP3-BCL, SUSE Linux Enterprise Server 12-SP3-LTSS, SUSE Linux Enterprise Server 12-SP4, SUSE Linux Enterprise Server 12-SP5, SUSE Linux Enterprise Server 15-LTSS, SUSE Linux Enterprise Server for SAP 12-SP2, SUSE Linux Enterprise Server for SAP 12-SP3, SUSE Linux Enterprise Server for SAP 15, SUSE OpenStack Cloud 7, SUSE OpenStack Cloud 8, SUSE OpenStack Cloud Crowbar 8 allows local attackers to escalate from group tomcat to root. This issue affects: SUSE Enterprise Storage 5 tomcat versions prior to 8.0.53-29.32.1. SUSE Linux Enterprise Server 12-SP2-BCL tomcat versions prior to 8.0.53-29.32.1. SUSE Linux Enterprise Server 12-SP2-LTSS tomcat versions prior to 8.0.53-29.32.1. SUSE Linux Enterprise Server 12-SP3-BCL tomcat versions prior to 8.0.53-29.32.1. SUSE Linux Enterprise Server 12-SP3-LTSS tomcat versions prior to 8.0.53-29.32.1. SUSE Linux Enterprise Server 12-SP4 tomcat versions prior to 9.0.35-3.39.1. SUSE Linux Enterprise Server 12-SP5 tomcat versions prior t...;;2021-11-04T10:47:57-0300;2021-11-04T10:47:57-0300;VULNERABILITY
AXzrNSLqFhMNhOYSWfEX;OWASP:UsingComponentWithKnownVulnerability;CRITICAL;personas.api-clientes;personas.api-clientes;;OPEN;Filename: api-clientes.jar: tomcat-embed-websocket-9.0.29.jar | Reference: CVE-2020-9484 | CVSS Score: 7.0 | Category: CWE-502 | When using Apache Tomcat versions 10.0.0-M1 to 10.0.0-M4, 9.0.0.M1 to 9.0.34, 8.5.0 to 8.5.54 and 7.0.0 to 7.0.103 if a) an attacker is able to control the contents and name of a file on the server;;;;
AXzrNSLqFhMNhOYSWfEZ;OWASP:UsingComponentWithKnownVulnerability;CRITICAL;personas.api-clientes;personas.api-clientes;;OPEN;Filename: api-clientes.jar: tomcat-embed-websocket-9.0.29.jar | Reference: CVE-2021-25122 | CVSS Score: 7.5 | Category: CWE-200 | When responding to new h2c connection requests, Apache Tomcat versions 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41 and 8.5.0 to 8.5.61 could duplicate request headers and a limited amount of request body from one request to another meaning user A and user B could both see the results of user A's request.;;2021-11-04T10:47:57-0300;2021-11-04T10:47:57-0300;VULNERABILITY
AXzrNSLqFhMNhOYSWfEa;OWASP:UsingComponentWithKnownVulnerability;CRITICAL;personas.api-clientes;personas.api-clientes;;OPEN;Filename: api-clientes.jar: tomcat-embed-websocket-9.0.29.jar | Reference: CVE-2021-25329 | CVSS Score: 7.0 | Category: NVD-CWE-noinfo | The fix for CVE-2020-9484 was incomplete. When using Apache Tomcat 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41, 8.5.0 to 8.5.61 or 7.0.0. to 7.0.107 with a configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously published mitigations for CVE-2020-9484 also apply to this issue.;;2021-11-04T10:47:57-0300;2021-11-04T10:47:57-0300;VULNERABILITY
AXzrNSLqFhMNhOYSWfEd;OWASP:UsingComponentWithKnownVulnerability;CRITICAL;personas.api-clientes;personas.api-clientes;;OPEN;Filename: api-clientes.jar: tomcat-embed-websocket-9.0.29.jar | Reference: CVE-2021-41079 | CVSS Score: 7.5 | Category: CWE-20 | Apache Tomcat 8.5.0 to 8.5.63, 9.0.0-M1 to 9.0.43 and 10.0.0-M1 to 10.0.2 did not properly validate incoming TLS packets. When Tomcat was configured to use NIO+OpenSSL or NIO2+OpenSSL for TLS, a specially crafted packet could be used to trigger an infinite loop resulting in a denial of service.;;2021-11-04T10:47:57-0300;2021-11-04T10:47:57-0300;VULNERABILITY
AXzrNSLqFhMNhOYSWfEe;OWASP:UsingComponentWithKnownVulnerability;CRITICAL;personas.api-clientes;personas.api-clientes;;OPEN;Filename: api-clientes.jar: tomcat-embed-websocket-9.0.29.jar | Reference: CVE-2021-42340 | CVSS Score: 7.5 | Category: CWE-772 | The fix for bug 63362 present in Apache Tomcat 10.1.0-M1 to 10.1.0-M5, 10.0.0-M1 to 10.0.11, 9.0.40 to 9.0.53 and 8.5.60 to 8.5.71 introduced a memory leak. The object introduced to collect metrics for HTTP upgrade connections was not released for WebSocket connections once the connection was closed. This created a memory leak that, over time, could lead to a denial of service via an OutOfMemoryError.;;2021-11-04T10:47:57-0300;2021-11-04T10:47:57-0300;VULNERABILITY
AXyfUaPRFhMNhOYS6mzx;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;264;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-10-20T16:20:31-0300;2021-10-20T16:20:31-0300;VULNERABILITY
AXw9vhmuFhMNhOYST2Zx;csharpsquid:S4423;CRITICAL;factura-credito.ms-factura-credito-compensadas-impagas:Infrastructure/MS.Factura.Credito.CompensadasImpagas.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.ms-factura-credito-compensadas-impagas;22;OPEN;Change this code to use a stronger protocol.;2min;2021-10-01T18:23:53-0300;2021-10-01T18:23:53-0300;VULNERABILITY
AXw9vhmuFhMNhOYST2Zy;csharpsquid:S4423;CRITICAL;factura-credito.ms-factura-credito-compensadas-impagas:Infrastructure/MS.Factura.Credito.CompensadasImpagas.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.ms-factura-credito-compensadas-impagas;22;OPEN;Change this code to use a stronger protocol.;2min;2021-10-01T18:23:53-0300;2021-10-01T18:23:53-0300;VULNERABILITY
AXw9vhmuFhMNhOYST2Zv;csharpsquid:S4830;CRITICAL;factura-credito.ms-factura-credito-compensadas-impagas:Infrastructure/MS.Factura.Credito.CompensadasImpagas.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.ms-factura-credito-compensadas-impagas;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-10-01T18:23:53-0300;2021-10-01T18:23:53-0300;VULNERABILITY
AXw9vhmuFhMNhOYST2Zw;csharpsquid:S4830;CRITICAL;factura-credito.ms-factura-credito-compensadas-impagas:Infrastructure/MS.Factura.Credito.CompensadasImpagas.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.ms-factura-credito-compensadas-impagas;56;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-10-01T18:23:53-0300;2021-10-01T18:23:53-0300;VULNERABILITY
AXwsq_juFhMNhOYS4Z7V;javasecurity:S3649;BLOCKER;mesa-dinero.siavn:src/main/java/ar/com/supervielle/portalclientes/service/jdbc/JDBCServiceImpl.java;mesa-dinero.siavn;52;OPEN;Change this code to not construct SQL queries directly from user-controlled data.;30min;2021-09-28T10:46:22-0300;2021-11-11T17:59:40-0300;VULNERABILITY
AXv55C83FhMNhOYS_lxJ;csharpsquid:S4830;CRITICAL;factura-credito.bff-obe-factura-credito:Infrastructure/BFF.Obe.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.bff-obe-factura-credito;42;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-09-18T14:11:17-0300;2021-09-18T14:11:17-0300;VULNERABILITY
AXv1jp-rFhMNhOYS_E54;csharpsquid:S4423;CRITICAL;cheques.api-echeq-chequera-virtual:Spv.Echeck.Virtual.Checkbook.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-chequera-virtual;24;OPEN;Change this code to use a stronger protocol.;2min;2021-09-17T17:59:18-0300;2021-09-17T17:59:18-0300;VULNERABILITY
AXv1jp-rFhMNhOYS_E55;csharpsquid:S4423;CRITICAL;cheques.api-echeq-chequera-virtual:Spv.Echeck.Virtual.Checkbook.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-chequera-virtual;24;OPEN;Change this code to use a stronger protocol.;2min;2021-09-17T17:59:18-0300;2021-09-17T17:59:18-0300;VULNERABILITY
AXv1jp-rFhMNhOYS_E52;csharpsquid:S4830;CRITICAL;cheques.api-echeq-chequera-virtual:Spv.Echeck.Virtual.Checkbook.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-chequera-virtual;41;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-09-17T17:59:18-0300;2021-09-17T17:59:18-0300;VULNERABILITY
AXv1jp-rFhMNhOYS_E53;csharpsquid:S4830;CRITICAL;cheques.api-echeq-chequera-virtual:Spv.Echeck.Virtual.Checkbook.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-chequera-virtual;59;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-09-17T17:59:18-0300;2021-09-17T17:59:18-0300;VULNERABILITY
AXv1SM_YFhMNhOYS9Zge;csharpsquid:S4423;CRITICAL;online-banking-empresas.api-permisos-empresa:Infrastructure/api_permisos_empresa.Infrastructure.WebService/ServiceRegistration.cs;online-banking-empresas.api-permisos-empresa;22;OPEN;Change this code to use a stronger protocol.;2min;2021-09-17T16:43:08-0300;2021-09-17T16:43:08-0300;VULNERABILITY
AXv1SM_YFhMNhOYS9Zgf;csharpsquid:S4423;CRITICAL;online-banking-empresas.api-permisos-empresa:Infrastructure/api_permisos_empresa.Infrastructure.WebService/ServiceRegistration.cs;online-banking-empresas.api-permisos-empresa;22;OPEN;Change this code to use a stronger protocol.;2min;2021-09-17T16:43:08-0300;2021-09-17T16:43:08-0300;VULNERABILITY
AXv1SM_YFhMNhOYS9Zgc;csharpsquid:S4830;CRITICAL;online-banking-empresas.api-permisos-empresa:Infrastructure/api_permisos_empresa.Infrastructure.WebService/ServiceRegistration.cs;online-banking-empresas.api-permisos-empresa;33;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-09-17T16:43:08-0300;2021-09-17T16:43:08-0300;VULNERABILITY
AXv1SM_YFhMNhOYS9Zgd;csharpsquid:S4830;CRITICAL;online-banking-empresas.api-permisos-empresa:Infrastructure/api_permisos_empresa.Infrastructure.WebService/ServiceRegistration.cs;online-banking-empresas.api-permisos-empresa;53;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-09-17T16:43:08-0300;2021-09-17T16:43:08-0300;VULNERABILITY
AXus7KQyoWipgQEOHj7i;csharpsquid:S4830;CRITICAL;usuarios.bff-usuarios:Spv.Usuarios.Bff/Clients/HttpClientServiceExtension.cs;usuarios.bff-usuarios;51;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-09-02T10:19:31-0300;2021-09-02T10:19:31-0300;VULNERABILITY
AXt9ytS0_e4apv9k9x86;javasecurity:S5167;CRITICAL;e-resumen.api-e-resumen:src/main/java/com/supervielle/api/eresumen/filter/header/FilterRequestHeader.java;e-resumen.api-e-resumen;74;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-08-25T10:43:12-0300;2021-08-25T10:43:12-0300;VULNERABILITY
AXt9z1HF_e4apv9k94Cq;javasecurity:S5167;CRITICAL;e-resumen.ms-eresumen-procesar-adhesiones:src/main/java/com/supervielle/ms/eresumen/filter/FilterRequestHeader.java;e-resumen.ms-eresumen-procesar-adhesiones;51;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-08-25T10:41:23-0300;2021-08-25T10:41:23-0300;VULNERABILITY
AXt3-v05_e4apv9kzI_n;csharpsquid:S4830;CRITICAL;cheques.api-echeq-emisiones-masiva:spv.echeck.massive.synchronous.api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-emisiones-masiva;84;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-08-24T08:45:17-0300;2021-08-24T08:45:17-0300;VULNERABILITY
AXs_7zTz_e4apv9kCsZD;csharpsquid:S4830;CRITICAL;cheques.api-cheques-pricing:Spv.MotorDePrecio.Api/Clients/HttpClientServiceExtension.cs;cheques.api-cheques-pricing;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-08-13T11:33:55-0300;2021-08-13T11:33:55-0300;VULNERABILITY
AXsXwJJMa0Lx9_s--I8U;csharpsquid:S4830;CRITICAL;pago-a-proveedores.bff-obe-transferencias-masivas:Infrastructure/BFF.Obe.Transferencias.Masivas.Infrastructure.WebService/ServiceRegistration.cs;pago-a-proveedores.bff-obe-transferencias-masivas;35;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-08-05T16:18:14-0300;2021-08-05T16:18:14-0300;VULNERABILITY
AXsXwJJMa0Lx9_s--I8V;csharpsquid:S4830;CRITICAL;pago-a-proveedores.bff-obe-transferencias-masivas:Infrastructure/BFF.Obe.Transferencias.Masivas.Infrastructure.WebService/ServiceRegistration.cs;pago-a-proveedores.bff-obe-transferencias-masivas;54;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-08-05T16:18:14-0300;2021-08-05T16:18:14-0300;VULNERABILITY
AXr32v3Ea0Lx9_s-X44_;java:S2755;BLOCKER;onboarding-masivo.bff-onboarding-masivo:src/main/java/ar/com/supervielle/ob/formularios/interceptors/SoapInterceptor.java;onboarding-masivo.bff-onboarding-masivo;54;OPEN;Disable access to external entities in XML parsing.;15min;2021-07-30T11:38:25-0300;2021-07-30T11:38:25-0300;VULNERABILITY
AXqcNOcpa0Lx9_s-p7md;csharpsquid:S4423;CRITICAL;factura-credito.api-factura-credito:Infrastructure/API.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.api-factura-credito;22;OPEN;Change this code to use a stronger protocol.;2min;2021-07-12T16:32:22-0300;2021-08-30T11:41:17-0300;VULNERABILITY
AXqcNOcpa0Lx9_s-p7me;csharpsquid:S4423;CRITICAL;factura-credito.api-factura-credito:Infrastructure/API.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.api-factura-credito;22;OPEN;Change this code to use a stronger protocol.;2min;2021-07-12T16:32:22-0300;2021-08-30T11:41:17-0300;VULNERABILITY
AXqcNOcpa0Lx9_s-p7mb;csharpsquid:S4830;CRITICAL;factura-credito.api-factura-credito:Infrastructure/API.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.api-factura-credito;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-07-12T16:32:22-0300;2021-07-12T16:32:22-0300;VULNERABILITY
AXqcNOcpa0Lx9_s-p7mc;csharpsquid:S4830;CRITICAL;factura-credito.api-factura-credito:Infrastructure/API.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.api-factura-credito;56;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-07-12T16:32:22-0300;2021-07-12T16:32:22-0300;VULNERABILITY
AXqcNL82a0Lx9_s-p6S6;csharpsquid:S4423;CRITICAL;factura-credito.bff-obe-factura-credito:Infrastructure/BFF.Obe.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.bff-obe-factura-credito;23;OPEN;Change this code to use a stronger protocol.;2min;2021-07-12T16:32:10-0300;2021-08-30T11:40:52-0300;VULNERABILITY
AXqcNL82a0Lx9_s-p6S7;csharpsquid:S4423;CRITICAL;factura-credito.bff-obe-factura-credito:Infrastructure/BFF.Obe.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.bff-obe-factura-credito;23;OPEN;Change this code to use a stronger protocol.;2min;2021-07-12T16:32:10-0300;2021-08-30T11:40:52-0300;VULNERABILITY
AXqcNL82a0Lx9_s-p6S8;csharpsquid:S4830;CRITICAL;factura-credito.bff-obe-factura-credito:Infrastructure/BFF.Obe.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.bff-obe-factura-credito;61;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-07-12T16:32:10-0300;2021-07-12T16:32:10-0300;VULNERABILITY
AXqcNL82a0Lx9_s-p6S9;csharpsquid:S4830;CRITICAL;factura-credito.bff-obe-factura-credito:Infrastructure/BFF.Obe.Factura.Credito.Infrastructure.WebService/ServiceRegistration.cs;factura-credito.bff-obe-factura-credito;80;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-07-12T16:32:10-0300;2021-07-12T16:32:10-0300;VULNERABILITY
AXpogWcqa0Lx9_s-A7y0;csharpsquid:S4830;CRITICAL;cobranzas.api-mora:Spv.mora.Api/Clients/HttpClientServiceExtension.cs;cobranzas.api-mora;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-07-02T15:35:39-0300;2021-07-02T15:35:39-0300;VULNERABILITY
AXpogWcqa0Lx9_s-A7y1;csharpsquid:S4830;CRITICAL;cobranzas.api-mora:Spv.mora.Api/Clients/HttpClientServiceExtension.cs;cobranzas.api-mora;54;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-07-02T15:35:39-0300;2021-07-02T15:35:39-0300;VULNERABILITY
AXpogWcqa0Lx9_s-A7y2;csharpsquid:S4830;CRITICAL;cobranzas.api-mora:Spv.mora.Api/Clients/HttpClientServiceExtension.cs;cobranzas.api-mora;70;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-07-02T15:35:39-0300;2021-07-02T15:35:39-0300;VULNERABILITY
AXpj2UFXa0Lx9_s-8FKB;csharpsquid:S4423;CRITICAL;comercio-exterior.bff-obe-comercio-exterior:Infrastructure/BFF.Obe.Comercio.Exterior.Infrastructure.WebService/ServiceRegistration.cs;comercio-exterior.bff-obe-comercio-exterior;18;OPEN;Change this code to use a stronger protocol.;2min;2021-07-01T17:53:31-0300;2021-11-30T11:41:24-0300;VULNERABILITY
AXpj2UFXa0Lx9_s-8FKC;csharpsquid:S4423;CRITICAL;comercio-exterior.bff-obe-comercio-exterior:Infrastructure/BFF.Obe.Comercio.Exterior.Infrastructure.WebService/ServiceRegistration.cs;comercio-exterior.bff-obe-comercio-exterior;18;OPEN;Change this code to use a stronger protocol.;2min;2021-07-01T17:53:31-0300;2021-11-30T11:41:24-0300;VULNERABILITY
AXpZVzPUa0Lx9_s-rhjF;java:S4830;CRITICAL;biometria-anses.ms-biometria-anses-enrolamiento:src/main/java/ar/com/supervielle/rest/RestIntegrationApiPersona.java;biometria-anses.ms-biometria-anses-enrolamiento;51;OPEN;Enable server certificate validation on this SSL/TLS connection.;5min;2021-06-29T16:55:11-0300;2021-06-29T16:55:11-0300;VULNERABILITY
AXpZVzPUa0Lx9_s-rhjG;java:S4830;CRITICAL;biometria-anses.ms-biometria-anses-enrolamiento:src/main/java/ar/com/supervielle/rest/RestIntegrationApiPersona.java;biometria-anses.ms-biometria-anses-enrolamiento;54;OPEN;Enable server certificate validation on this SSL/TLS connection.;5min;2021-06-29T16:55:11-0300;2021-06-29T16:55:11-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yf;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;65;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-29T15:50:41-0300;2021-06-29T15:50:41-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yg;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;89;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-29T15:50:41-0300;2021-06-29T15:50:41-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Ym;csharpsquid:S4423;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;97;OPEN;Change this code to use a stronger protocol.;2min;2021-06-29T15:50:41-0300;2021-08-26T17:33:27-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yn;csharpsquid:S4423;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;97;OPEN;Change this code to use a stronger protocol.;2min;2021-06-29T15:50:41-0300;2021-08-26T17:33:27-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yh;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;115;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-29T15:50:41-0300;2021-06-29T15:50:41-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yi;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;141;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-29T15:50:41-0300;2021-06-29T15:50:41-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yj;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;171;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-29T15:50:41-0300;2021-06-29T15:50:41-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yk;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;202;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-29T15:50:41-0300;2021-06-29T15:50:41-0300;VULNERABILITY
AXpZHCela0Lx9_s-p2Yl;csharpsquid:S4830;CRITICAL;recaudaciones.api-cobro:Spv.Cobro.Api/Services/HttpClientServiceConfigurationExtension.cs;recaudaciones.api-cobro;234;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-29T15:50:41-0300;2021-06-29T15:50:41-0300;VULNERABILITY
AXpZFu7ka0Lx9_s-ppbl;javascript:S5542;BLOCKER;zonas-redes.api-zonas-redes:api/services/encryptionService.js;zonas-redes.api-zonas-redes;13;OPEN;Use a secure mode and padding scheme.;;2021-06-29T15:44:58-0300;2021-06-29T15:44:58-0300;VULNERABILITY
AXpTVKu0a0Lx9_s-eUfo;csharpsquid:S4423;CRITICAL;cheques.ms-echeq-actualizacion-estado:spv.echeck.status.change.Api/Clients/HttpClientServiceExtension.cs;cheques.ms-echeq-actualizacion-estado;23;OPEN;Change this code to use a stronger protocol.;2min;2021-06-28T12:54:47-0300;2021-09-01T18:57:13-0300;VULNERABILITY
AXpTVKu0a0Lx9_s-eUfp;csharpsquid:S4423;CRITICAL;cheques.ms-echeq-actualizacion-estado:spv.echeck.status.change.Api/Clients/HttpClientServiceExtension.cs;cheques.ms-echeq-actualizacion-estado;23;OPEN;Change this code to use a stronger protocol.;2min;2021-06-28T12:54:47-0300;2021-09-01T18:57:13-0300;VULNERABILITY
AXpTVKu0a0Lx9_s-eUfn;csharpsquid:S4830;CRITICAL;cheques.ms-echeq-actualizacion-estado:spv.echeck.status.change.Api/Clients/HttpClientServiceExtension.cs;cheques.ms-echeq-actualizacion-estado;38;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-28T12:54:47-0300;2021-06-28T12:54:47-0300;VULNERABILITY
AXpE76Uja0Lx9_s-aryo;csharpsquid:S4423;CRITICAL;cheques.api-echeq-emisiones-masiva:spv.echeck.massive.synchronous.api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-emisiones-masiva;25;OPEN;Change this code to use a stronger protocol.;2min;2021-06-25T17:49:39-0300;2021-09-07T17:43:13-0300;VULNERABILITY
AXpE76Uka0Lx9_s-aryp;csharpsquid:S4423;CRITICAL;cheques.api-echeq-emisiones-masiva:spv.echeck.massive.synchronous.api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-emisiones-masiva;25;OPEN;Change this code to use a stronger protocol.;2min;2021-06-25T17:49:39-0300;2021-09-07T17:43:13-0300;VULNERABILITY
AXpE76Uka0Lx9_s-aryq;csharpsquid:S4830;CRITICAL;cheques.api-echeq-emisiones-masiva:spv.echeck.massive.synchronous.api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-emisiones-masiva;42;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:49:39-0300;2021-06-25T17:49:39-0300;VULNERABILITY
AXpE76Uka0Lx9_s-aryr;csharpsquid:S4830;CRITICAL;cheques.api-echeq-emisiones-masiva:spv.echeck.massive.synchronous.api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-emisiones-masiva;63;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:49:39-0300;2021-06-25T17:49:39-0300;VULNERABILITY
AXpE5xaKa0Lx9_s-anpy;csharpsquid:S4830;CRITICAL;cheques.api-echeq-depositos:Spv.Echeck.Deposit.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-depositos;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:40:23-0300;2021-06-25T17:40:23-0300;VULNERABILITY
AXpE5xaKa0Lx9_s-anpz;csharpsquid:S4830;CRITICAL;cheques.api-echeq-depositos:Spv.Echeck.Deposit.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-depositos;70;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:40:23-0300;2021-06-25T17:40:23-0300;VULNERABILITY
AXpE5peia0Lx9_s-alwL;csharpsquid:S4830;CRITICAL;cheques.api-echeq-custodia:Spv.Echeck.Custody.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-custodia;39;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:39:51-0300;2021-06-25T17:39:51-0300;VULNERABILITY
AXpE5peia0Lx9_s-alwM;csharpsquid:S4830;CRITICAL;cheques.api-echeq-custodia:Spv.Echeck.Custody.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-custodia;68;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:39:51-0300;2021-06-25T17:39:51-0300;VULNERABILITY
AXpE5EDpa0Lx9_s-ai5b;csharpsquid:S4830;CRITICAL;cheques.api-echeq-devoluciones:spv.echeck.devolutions.api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-devoluciones;42;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:37:17-0300;2021-06-25T17:37:17-0300;VULNERABILITY
AXpE5EDpa0Lx9_s-ai5c;csharpsquid:S4830;CRITICAL;cheques.api-echeq-devoluciones:spv.echeck.devolutions.api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-devoluciones;65;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:37:17-0300;2021-06-25T17:37:17-0300;VULNERABILITY
AXpE5BXFa0Lx9_s-agEm;csharpsquid:S4830;CRITICAL;cheques.api-echeq-aprobaciones:spv.echeck.approval/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-aprobaciones;40;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:37:06-0300;2021-06-25T17:37:06-0300;VULNERABILITY
AXpE4reda0Lx9_s-aVDs;csharpsquid:S4830;CRITICAL;cheques.api-echeq-cesiones:Spv.Echeck.Cessions.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-cesiones;39;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:35:35-0300;2021-06-25T17:35:35-0300;VULNERABILITY
